,Field_code,hld_id,hld_farm
1337,KW17,175,KENTRAW
1338,KW16,175,KENTRAW
1339,KW15,175,KENTRAW
1340,KW14,175,KENTRAW
1341,KW13,107,CONISBY
1342,KW12,107,CONISBY
1343,KW11,175,KENTRAW
1344,KW10,175,KENTRAW
1345,KW1,175,KENTRAW
1346,KT9,101,KINTRA
1347,KT8,101,KINTRA
1348,KT7,101,KINTRA
1349,KT6,101,KINTRA
1350,KT5,172,SUPERHOLDING
1351,KT44,172,SUPERHOLDING
1352,KT43,99,GLENMACHRIE FARM
1353,KT42,172,SUPERHOLDING
1354,KT41,172,SUPERHOLDING
1355,KT40,99,GLENMACHRIE FARM
1356,KT4,101,KINTRA
1357,KT39,99,GLENMACHRIE FARM
1358,KT38,99,GLENMACHRIE FARM
1359,KT37,99,GLENMACHRIE FARM
1360,KT36,99,GLENMACHRIE FARM
1361,KT35,99,GLENMACHRIE FARM
1362,KT34,99,GLENMACHRIE FARM
1363,KT3,90,GRIANAN
1364,KT28,101,KINTRA
1365,KT27,101,KINTRA
1366,KT26,101,KINTRA
1367,KT25,90,GRIANAN
1368,KT24,172,SUPERHOLDING
1369,KT23,140,GLENEGADALE & MACHRIE
1370,KT22,140,GLENEGADALE & MACHRIE
1371,KT21,140,GLENEGADALE & MACHRIE
1372,KT20,140,GLENEGADALE & MACHRIE
1373,KT2,101,KINTRA
1374,KT19,140,GLENEGADALE & MACHRIE
1375,KT18,140,GLENEGADALE & MACHRIE
1376,KT17,140,GLENEGADALE & MACHRIE
1377,KT16,140,GLENEGADALE & MACHRIE
1378,KT15,140,GLENEGADALE & MACHRIE
1379,KT14,101,KINTRA
1380,KT13,101,KINTRA
1381,KT12,90,GRIANAN
1382,KT11,101,KINTRA
1383,KT10,101,KINTRA
1384,KT1,101,KINTRA
1385,KR9,91,ARDTALLA
1386,KR8,91,ARDTALLA
1387,KR7,91,ARDTALLA
1388,KR6,91,ARDTALLA
1389,KR5,91,ARDTALLA
1390,KR4,91,ARDTALLA
1391,KR38,91,ARDTALLA
1392,KR37,91,ARDTALLA
1393,KR36,91,ARDTALLA
1394,KR35,91,ARDTALLA
1395,KR34,91,ARDTALLA
1396,KR33,91,ARDTALLA
1397,KR32,91,ARDTALLA
1398,KR31,91,ARDTALLA
1399,KR30,91,ARDTALLA
1400,KR3,91,ARDTALLA
1401,KR29,91,ARDTALLA
1402,KR27,91,ARDTALLA
1403,KR26,91,ARDTALLA
1404,KR25,91,ARDTALLA
1405,KR24,91,ARDTALLA
1406,KR23,91,ARDTALLA
1407,KR22,91,ARDTALLA
1408,KR21,91,ARDTALLA
1409,KR20,91,ARDTALLA
1410,KR2,91,ARDTALLA
1411,KR19,91,ARDTALLA
1412,KR18,91,ARDTALLA
1413,KR17,91,ARDTALLA
1414,KR14,91,ARDTALLA
1415,KR13,91,ARDTALLA
1416,KR12,91,ARDTALLA
1417,KR11,91,ARDTALLA
1418,KR10,91,ARDTALLA
1419,KR1,91,ARDTALLA
1420,KP9,189,KEPPOLS FARM
1421,KP8,189,KEPPOLS FARM
1422,KP7,189,KEPPOLS FARM
1423,KP6,189,KEPPOLS FARM
1424,KP5,137,KEPPELSMORE & TERVAGAIN
1425,KP49,221,RHOBALLS CROFT
1426,KP48,202,BALLYGRANT FIELDS
1427,KP47,202,BALLYGRANT FIELDS
1428,KP46,137,KEPPELSMORE & TERVAGAIN
1429,KP45,137,KEPPELSMORE & TERVAGAIN
1430,KP44,137,KEPPELSMORE & TERVAGAIN
1431,KP43,137,KEPPELSMORE & TERVAGAIN
1432,KP42,189,KEPPOLS FARM
1433,KP41,189,KEPPOLS FARM
1434,KP40,189,KEPPOLS FARM
1435,KP4,137,KEPPELSMORE & TERVAGAIN
1436,KP39,189,KEPPOLS FARM
1437,KP38,189,KEPPOLS FARM
1438,KP37,189,KEPPOLS FARM
1439,KP36,189,KEPPOLS FARM
1440,KP35,189,KEPPOLS FARM
1441,KP34,189,KEPPOLS FARM
1442,KP33,189,KEPPOLS FARM
1443,KP32,137,KEPPELSMORE & TERVAGAIN
1444,KP31,189,KEPPOLS FARM
1445,KP30,202,BALLYGRANT FIELDS
1446,KP3,137,KEPPELSMORE & TERVAGAIN
1447,KP29,202,BALLYGRANT FIELDS
1448,KP28,202,BALLYGRANT FIELDS
1449,KP27,221,RHOBALLS CROFT
1450,KP26,202,BALLYGRANT FIELDS
1451,KP25,228,SUPERHOLDING
1452,KP24,189,KEPPOLS FARM
1453,KP23,189,KEPPOLS FARM
1454,KP22,228,SUPERHOLDING
1455,KP21,189,KEPPOLS FARM
1456,KP20,189,KEPPOLS FARM
1457,KP2,137,KEPPELSMORE & TERVAGAIN
1458,KP19,189,KEPPOLS FARM
1459,KP18,137,KEPPELSMORE & TERVAGAIN
1460,KP17,189,KEPPOLS FARM
1461,KP16,189,KEPPOLS FARM
1462,KP15,189,KEPPOLS FARM
1463,KP14,189,KEPPOLS FARM
1464,KP13,137,KEPPELSMORE & TERVAGAIN
1465,KP12,137,KEPPELSMORE & TERVAGAIN
1466,KP11,137,KEPPELSMORE & TERVAGAIN
1467,KP10,189,KEPPOLS FARM
1468,KP1,137,KEPPELSMORE & TERVAGAIN
1469,KO42,31,KNOCKLEARACH FARM
1470,KO41,224,WOODEND
1471,KO38,224,WOODEND
1472,KO37,224,WOODEND
1473,KO36,31,KNOCKLEARACH FARM
1474,KO35,31,KNOCKLEARACH FARM
1475,KO34,31,KNOCKLEARACH FARM
1476,KO33,31,KNOCKLEARACH FARM
1477,KO32,31,KNOCKLEARACH FARM
1478,KO31,31,KNOCKLEARACH FARM
1479,KO30,31,KNOCKLEARACH FARM
1480,KO29,31,KNOCKLEARACH FARM
1481,KO28,31,KNOCKLEARACH FARM
1482,KO27,31,KNOCKLEARACH FARM
1483,KO26,10,KILMENY FARM
1484,KO25,31,KNOCKLEARACH FARM
1485,KN9,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1486,KN8,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1487,KN7,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1488,KN6,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1489,KN5,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1490,KN4,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1491,KN3,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1492,KN24,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1493,KN23,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1494,KN20,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1495,KN2,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1496,KN19,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1497,KN18,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1498,KN17,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1499,KN16,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1500,KN15,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1501,KN14,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1502,KN13,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1503,KN12,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1504,KN11,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1505,KN10,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1506,KN1,185,"ARDNAVE, KILNAVE & GARREALLABUS"
1507,KM9,10,KILMENY FARM
1508,KM8,10,KILMENY FARM
1509,KM7,137,KEPPELSMORE & TERVAGAIN
1510,KM6,137,KEPPELSMORE & TERVAGAIN
1511,KM5,10,KILMENY FARM
1512,KM45,137,KEPPELSMORE & TERVAGAIN
1513,KM44,137,KEPPELSMORE & TERVAGAIN
1514,KM43,10,KILMENY FARM
1515,KM40,23,WOODEND
1516,KM4,10,KILMENY FARM
1517,KM39,10,KILMENY FARM
1518,KM3,10,KILMENY FARM
1519,KM24,10,KILMENY FARM
1520,KM22,10,KILMENY FARM
1521,KM21,10,KILMENY FARM
1522,KM20,10,KILMENY FARM
1523,KM2,137,KEPPELSMORE & TERVAGAIN
1524,KM19,23,WOODEND
1525,KM18,23,WOODEND
1526,KM17,10,KILMENY FARM
1527,KM16,10,KILMENY FARM
1528,KM15,10,KILMENY FARM
1529,KM14,10,KILMENY FARM
1530,KM13,10,KILMENY FARM
1531,KM12,137,KEPPELSMORE & TERVAGAIN
1532,KM11,10,KILMENY FARM
1533,KM10,137,KEPPELSMORE & TERVAGAIN
1534,KM1,137,KEPPELSMORE & TERVAGAIN
1535,KL9,176,KEILLS / LOSSIT
1536,KL8,176,KEILLS / LOSSIT
1537,KL7,176,KEILLS / LOSSIT
1538,KL6,176,KEILLS / LOSSIT
1539,KL5,176,KEILLS / LOSSIT
1540,KL4,176,KEILLS / LOSSIT
1541,KL36,228,SUPERHOLDING
1542,KL35,176,KEILLS / LOSSIT
1543,KL34,176,KEILLS / LOSSIT
1544,KL33,176,KEILLS / LOSSIT
1545,KL32,176,KEILLS / LOSSIT
1546,KL31,176,KEILLS / LOSSIT
1547,KL30,176,KEILLS / LOSSIT
1548,KL3,176,KEILLS / LOSSIT
1549,KL29,23,WOODEND
1550,KL28,176,KEILLS / LOSSIT
1551,KL27,176,KEILLS / LOSSIT
1552,KL26,176,KEILLS / LOSSIT
1553,KL25,176,KEILLS / LOSSIT
1554,KL24,176,KEILLS / LOSSIT
1555,KL23,176,KEILLS / LOSSIT
1556,KL22,176,KEILLS / LOSSIT
1557,KL21,176,KEILLS / LOSSIT
1558,KL20,176,KEILLS / LOSSIT
1559,KL2,176,KEILLS / LOSSIT
1560,KL19,176,KEILLS / LOSSIT
1561,KL18,176,KEILLS / LOSSIT
1562,KL17,176,KEILLS / LOSSIT
1563,KL16,23,WOODEND
1564,KL15,23,WOODEND
1565,KL14,176,KEILLS / LOSSIT
1566,KL13,176,KEILLS / LOSSIT
1567,KL12,176,KEILLS / LOSSIT
1568,KL11,176,KEILLS / LOSSIT
1569,KL10,176,KEILLS / LOSSIT
1570,KL1,176,KEILLS / LOSSIT
1571,KI9,45,KILCHIARAN FARM
1572,KI8,45,KILCHIARAN FARM
1573,KI7,45,KILCHIARAN FARM
1574,KI6,45,KILCHIARAN FARM
1575,KI5,45,KILCHIARAN FARM
1576,KI45,43,CARN
1577,KI44,43,CARN
1578,KI42,45,KILCHIARAN FARM
1579,KI40,43,CARN
1580,KI4,45,KILCHIARAN FARM
1581,KI39,43,CARN
1582,KI38,43,CARN
1583,KI37,43,CARN
1584,KI35,43,CARN
1585,KI34,43,CARN
1586,KI33,43,CARN
1587,KI32,43,CARN
1588,KI31,43,CARN
1589,KI3,45,KILCHIARAN FARM
1590,KI29,43,CARN
1591,KI28,43,CARN
1592,KI27,43,CARN
1593,KI26,43,CARN
1594,KI25,45,KILCHIARAN FARM
1595,KI24,43,CARN
1596,KI23,43,CARN
1597,KI22,43,CARN
1598,KI21,45,KILCHIARAN FARM
1599,KI20,43,CARN
1600,KI2,45,KILCHIARAN FARM
1601,KI19,45,KILCHIARAN FARM
1602,KI18,45,KILCHIARAN FARM
1603,KI17,45,KILCHIARAN FARM
1604,KI16,45,KILCHIARAN FARM
1605,KI15,45,KILCHIARAN FARM
1606,KI14,45,KILCHIARAN FARM
1607,KI13,45,KILCHIARAN FARM
1608,KI12,43,CARN
1609,KI11,45,KILCHIARAN FARM
1610,KI10,45,KILCHIARAN FARM
1611,KI1,45,KILCHIARAN FARM
1612,KG9,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1613,KG8,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1614,KG7,115,BARR FARM
1615,KG6,115,BARR FARM
1616,KG5,115,BARR FARM
1617,KG4,115,BARR FARM
1618,KG38,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1619,KG37,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1620,KG36,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1621,KG35,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1622,KG34,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1623,KG33,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1624,KG32,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1625,KG31,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1626,KG30,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1627,KG3,115,BARR FARM
1628,KG29,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1629,KG28,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1630,KG27,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1631,KG26,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1632,KG25,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1633,KG24,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1634,KG23,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1635,KG22,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1636,KG21,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1637,KG20,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1638,KG2,115,BARR FARM
1639,KG19,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1640,KG18,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1641,KG17,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1642,KG16,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1643,KG15,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1644,KG14,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1645,KG13,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1646,KG12,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1647,KG11,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1648,KG10,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
1649,KG1,115,BARR FARM
1650,KE9,230,SUPERHOLDING
1651,KE8,230,SUPERHOLDING
1652,KE5,230,SUPERHOLDING
1653,KE4,230,SUPERHOLDING
1654,KE3,230,SUPERHOLDING
1655,KE27,213,CULTOON FARM
1656,KE26,213,CULTOON FARM
1657,KE25,213,CULTOON FARM
1658,KE24,213,CULTOON FARM
1659,KE23,213,CULTOON FARM
1660,KE22,213,CULTOON FARM
1661,KE21,213,CULTOON FARM
1662,KE20,213,CULTOON FARM
1663,KE2,100,LOSSIT
1664,KE13,230,SUPERHOLDING
1665,KE12,230,SUPERHOLDING
1666,KE11,230,SUPERHOLDING
1667,KE10,230,SUPERHOLDING
1668,KE1,100,LOSSIT
1669,KD9,197,CARRABUS & KNOCKDON
1670,KD8,197,CARRABUS & KNOCKDON
1671,KD7,197,CARRABUS & KNOCKDON
1672,KD6,197,CARRABUS & KNOCKDON
1673,KD5,197,CARRABUS & KNOCKDON
1674,KD4,197,CARRABUS & KNOCKDON
1675,KD3,197,CARRABUS & KNOCKDON
1676,KD25,197,CARRABUS & KNOCKDON
1677,KD24,197,CARRABUS & KNOCKDON
1678,KD23,197,CARRABUS & KNOCKDON
1679,KD22,197,CARRABUS & KNOCKDON
1680,KD21,197,CARRABUS & KNOCKDON
1681,KD20,197,CARRABUS & KNOCKDON
1682,KD2,197,CARRABUS & KNOCKDON
1683,KD19,197,CARRABUS & KNOCKDON
1684,KD18,197,CARRABUS & KNOCKDON
1685,KD17,197,CARRABUS & KNOCKDON
1686,KD16,197,CARRABUS & KNOCKDON
1687,KD15,197,CARRABUS & KNOCKDON
1688,KD14,197,CARRABUS & KNOCKDON
1689,KD13,197,CARRABUS & KNOCKDON
1690,KD12,197,CARRABUS & KNOCKDON
1691,KD11,197,CARRABUS & KNOCKDON
1692,KD10,197,CARRABUS & KNOCKDON
1693,KD1,197,CARRABUS & KNOCKDON
1694,KB9,76,KINNABUS
1695,KB8,76,KINNABUS
1696,KB7,76,KINNABUS
1697,KB6,76,KINNABUS
1698,KB5,76,KINNABUS
1699,KB4,76,KINNABUS
1700,KB31,34,UPPER KILLEYAN
1701,KB30,76,KINNABUS
1702,KB3,76,KINNABUS
1703,KB25,76,KINNABUS
1704,KB24,76,KINNABUS
1705,KB23,76,KINNABUS
1706,KB22,76,KINNABUS
1707,KB21,76,KINNABUS
1708,KB20,39,UPPER KILLEYAN
1709,KB2,76,KINNABUS
1710,KB19,76,KINNABUS
1711,KB18,76,KINNABUS
1712,KB17,76,KINNABUS
1713,KB16,76,KINNABUS
1714,KB15,76,KINNABUS
1715,KB14,76,KINNABUS
1716,KB13,76,KINNABUS
1717,KB12,76,KINNABUS
1718,KB11,76,KINNABUS
1719,KB10,76,KINNABUS
1720,KB1,76,KINNABUS
1721,KA9,183,CRAIGENS & CORSAPOL
1722,KA8,183,CRAIGENS & CORSAPOL
1723,KA7,183,CRAIGENS & CORSAPOL
1724,KA6,183,CRAIGENS & CORSAPOL
1725,KA5,183,CRAIGENS & CORSAPOL
1726,KA4,183,CRAIGENS & CORSAPOL
1727,KA3,183,CRAIGENS & CORSAPOL
1728,KA26,183,CRAIGENS & CORSAPOL
1729,KA25,183,CRAIGENS & CORSAPOL
1730,KA24,183,CRAIGENS & CORSAPOL
1731,KA23,183,CRAIGENS & CORSAPOL
1732,KA22,183,CRAIGENS & CORSAPOL
1733,KA21,183,CRAIGENS & CORSAPOL
1734,KA20,183,CRAIGENS & CORSAPOL
1735,KA2,183,CRAIGENS & CORSAPOL
1736,KA19,183,CRAIGENS & CORSAPOL
1737,KA18,183,CRAIGENS & CORSAPOL
1738,KA13,183,CRAIGENS & CORSAPOL
1739,KA12,183,CRAIGENS & CORSAPOL
1740,KA11,183,CRAIGENS & CORSAPOL
1741,KA10,183,CRAIGENS & CORSAPOL
1742,KA1,183,CRAIGENS & CORSAPOL
1743,JU1,228,SUPERHOLDING
1744,IV9,120,BALLYCHATRIGAN
1745,IV8,120,BALLYCHATRIGAN
1746,IV7,120,BALLYCHATRIGAN
1747,IV6,120,BALLYCHATRIGAN
1748,IV5,120,BALLYCHATRIGAN
1749,IV4,120,BALLYCHATRIGAN
1750,IV3,120,BALLYCHATRIGAN
1751,IV2,120,BALLYCHATRIGAN
1752,IV11,120,BALLYCHATRIGAN
1753,IV10,120,BALLYCHATRIGAN
1754,IV1,92,UPPER COILLABUS
1755,IH9,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1756,IH8,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1757,IH7,226,SUPERHOLDING
1758,IH6,226,SUPERHOLDING
1759,IH5,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1760,IH4,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1761,IH3,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1762,IH24,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1763,IH22,226,SUPERHOLDING
1764,IH20,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1765,IH2,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1766,IH19,159,LAGGAN FARM
1767,IH18,160,LAGGAN
1768,IH17,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1769,IH16,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1770,IH15,160,LAGGAN
1771,IH14,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1772,IH12,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1773,IH11,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1774,IH10,160,LAGGAN
1775,IH1,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
1776,GO8,183,CRAIGENS & CORSAPOL
1777,GO7,183,CRAIGENS & CORSAPOL
1778,GO4,183,CRAIGENS & CORSAPOL
1779,GO3,183,CRAIGENS & CORSAPOL
1780,GO12,183,CRAIGENS & CORSAPOL
1781,GO1,183,CRAIGENS & CORSAPOL
1782,GM9,188,GARTMAIN
1783,GM8,188,GARTMAIN
1784,GM7,188,GARTMAIN
1785,GM6,188,GARTMAIN
1786,GM52,226,SUPERHOLDING
1787,GM51,226,SUPERHOLDING
1788,GM50,226,SUPERHOLDING
1789,GM5,188,GARTMAIN
1790,GM49,226,SUPERHOLDING
1791,GM48,58,PENNYCRAIG
1792,GM47,226,SUPERHOLDING
1793,GM46,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1794,GM45,188,GARTMAIN
1795,GM44,188,GARTMAIN
1796,GM43,188,GARTMAIN
1797,GM42,188,GARTMAIN
1798,GM41,188,GARTMAIN
1799,GM40,188,GARTMAIN
1800,GM4,188,GARTMAIN
1801,GM39,188,GARTMAIN
1802,GM38,188,GARTMAIN
1803,GM37,188,GARTMAIN
1804,GM36,188,GARTMAIN
1805,GM35,188,GARTMAIN
1806,GM34,188,GARTMAIN
1807,GM33,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1808,GM32,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1809,GM31,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1810,GM30,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1811,GM3,188,GARTMAIN
1812,GM29,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1813,GM28,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1814,GM27,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1815,GM26,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1816,GM25,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1817,GM24,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1818,GM23,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1819,GM22,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1820,GM21,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1821,GM20,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
1822,GM2,188,GARTMAIN
1823,GM19,188,GARTMAIN
1824,GM18,123,TALLANT
1825,GM17,123,TALLANT
1826,GM16,123,TALLANT
1827,GM15,123,TALLANT
1828,GM14,188,GARTMAIN
1829,GM12,188,GARTMAIN
1830,GM11,123,TALLANT
1831,GM10,188,GARTMAIN
1832,GM1,188,GARTMAIN
1833,GL9,76,KINNABUS
