,Field_code,hld_id,hld_farm
2362,CY13,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2363,CY12,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2364,CY11,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2365,CY10,129,LAGGAN ESTATE;2 CORRARY;132 BOWMORE
2366,CY1,111,"CORRARY, (PART) GARTNATRA & (PART) ISLAND FARM"
2367,CW9,44,CARN TORMISDALE
2368,CW8,100,LOSSIT
2369,CW7,100,LOSSIT
2370,CW6,44,CARN TORMISDALE
2371,CW5,44,CARN TORMISDALE
2372,CW4,44,CARN TORMISDALE
2373,CW39,44,CARN TORMISDALE
2374,CW38,44,CARN TORMISDALE
2375,CW37,230,SUPERHOLDING
2376,CW36,249,TORMISDALE CROFT
2377,CW35,230,SUPERHOLDING
2378,CW34,249,TORMISDALE CROFT
2379,CW33,249,TORMISDALE CROFT
2380,CW32,230,SUPERHOLDING
2381,CW31,230,SUPERHOLDING
2382,CW30,230,SUPERHOLDING
2383,CW3,44,CARN TORMISDALE
2384,CW29,249,TORMISDALE CROFT
2385,CW28,100,LOSSIT
2386,CW26,249,TORMISDALE CROFT
2387,CW25,230,SUPERHOLDING
2388,CW23,249,TORMISDALE CROFT
2389,CW22,249,TORMISDALE CROFT
2390,CW21,44,CARN TORMISDALE
2391,CW20,44,CARN TORMISDALE
2392,CW2,44,CARN TORMISDALE
2393,CW19,249,TORMISDALE CROFT
2394,CW18,230,SUPERHOLDING
2395,CW17,249,TORMISDALE CROFT
2396,CW16,230,SUPERHOLDING
2397,CW15,230,SUPERHOLDING
2398,CW14,230,SUPERHOLDING
2399,CW13,230,SUPERHOLDING
2400,CW12,249,TORMISDALE CROFT
2401,CW11,230,SUPERHOLDING
2402,CW1,44,CARN TORMISDALE
2403,CV9,215,BALLYMEANACH
2404,CV8,215,BALLYMEANACH
2405,CV7,215,BALLYMEANACH
2406,CV6,215,BALLYMEANACH
2407,CV5,215,BALLYMEANACH
2408,CV4,68,CLADVILLE
2409,CV3,68,CLADVILLE
2410,CV28,68,CLADVILLE
2411,CV27,230,SUPERHOLDING
2412,CV26,230,SUPERHOLDING
2413,CV25,68,CLADVILLE
2414,CV23,68,CLADVILLE
2415,CV22,68,CLADVILLE
2416,CV21,68,CLADVILLE
2417,CV20,68,CLADVILLE
2418,CV2,68,CLADVILLE
2419,CV19,68,CLADVILLE
2420,CV18,68,CLADVILLE
2421,CV17,68,CLADVILLE
2422,CV16,68,CLADVILLE
2423,CV15,230,SUPERHOLDING
2424,CV14,68,CLADVILLE
2425,CV13,68,CLADVILLE
2426,CV12,68,CLADVILLE
2427,CV11,68,CLADVILLE
2428,CV10,68,CLADVILLE
2429,CV1,68,CLADVILLE
2430,CT9,153,ARDLARACH
2431,CT8,154,RONNACHMORE
2432,CT7,154,RONNACHMORE
2433,CT6,154,RONNACHMORE
2434,CT5,266,Newmains
2435,CT43,226,SUPERHOLDING
2436,CT42,226,SUPERHOLDING
2437,CT41,153,ARDLARACH
2438,CT40,220,BOWMORE HOLDINGS
2439,CT4,266,Newmains
2440,CT39,154,RONNACHMORE
2441,CT38,154,RONNACHMORE
2442,CT37,220,BOWMORE HOLDINGS
2443,CT36,220,BOWMORE HOLDINGS
2444,CT35,220,BOWMORE HOLDINGS
2445,CT34,266,Newmains
2446,CT33,266,Newmains
2447,CT32,154,RONNACHMORE
2448,CT31,154,RONNACHMORE
2449,CT30,154,RONNACHMORE
2450,CT3,266,Newmains
2451,CT29,154,RONNACHMORE
2452,CT28,154,RONNACHMORE
2453,CT27,205,BOWMORE FIELDS
2454,CT26,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2455,CT25,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2456,CT24,205,BOWMORE FIELDS
2457,CT23,266,Newmains
2458,CT22,266,Newmains
2459,CT21,266,Newmains
2460,CT20,211,BOWMORE LOTTS 96/97
2461,CT2,266,Newmains
2462,CT19,211,BOWMORE LOTTS 96/97
2463,CT18,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2464,CT17,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2465,CT16,226,SUPERHOLDING
2466,CT15,154,RONNACHMORE
2467,CT14,154,RONNACHMORE
2468,CT13,154,RONNACHMORE
2469,CT12,154,RONNACHMORE
2470,CT11,153,ARDLARACH
2471,CT10,153,ARDLARACH
2472,CT1,220,BOWMORE HOLDINGS
2473,CS9,107,CONISBY
2474,CS9,107,CONISBY
2475,CS8,107,CONISBY
2476,CS7,107,CONISBY
2477,CS6,107,CONISBY
2478,CS5,107,CONISBY
2479,CS4,107,CONISBY
2480,CS38,107,CONISBY
2481,CS37,107,CONISBY
2482,CS36,107,CONISBY
2483,CS35,107,CONISBY
2484,CS34,107,CONISBY
2485,CS33,107,CONISBY
2486,CS32,107,CONISBY
2487,CS31,128,CONISBY
2488,CS30,128,CONISBY
2489,CS3,128,CONISBY
2490,CS29,128,CONISBY
2491,CS26,105,GORTANACHUIRN
2492,CS25,105,GORTANACHUIRN
2493,CS24,105,GORTANACHUIRN
2494,CS23,105,GORTANACHUIRN
2495,CS22,107,CONISBY
2496,CS21,107,CONISBY
2497,CS20,175,KENTRAW
2498,CS2,128,CONISBY
2499,CS16,107,CONISBY
2500,CS15,107,CONISBY
2501,CS14,107,CONISBY
2502,CS13,142,PART CONISBY CROFT
2503,CS12,142,PART CONISBY CROFT
2504,CS11,128,CONISBY
2505,CS10,128,CONISBY
2506,CS1,33,THE CROFT
2507,CR9,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2508,CR8,220,BOWMORE HOLDINGS
2509,CR7,220,BOWMORE HOLDINGS
2510,CR6,217,CRUACH
2511,CR5,220,BOWMORE HOLDINGS
2512,CR4,226,SUPERHOLDING
2513,CR36,217,CRUACH
2514,CR35,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
2515,CR34,217,CRUACH
2516,CR33,217,CRUACH
2517,CR32,217,CRUACH
2518,CR31,217,CRUACH
2519,CR30,217,CRUACH
2520,CR3,226,SUPERHOLDING
2521,CR29,217,CRUACH
2522,CR28,217,CRUACH
2523,CR27,217,CRUACH
2524,CR26,220,BOWMORE HOLDINGS
2525,CR25,220,BOWMORE HOLDINGS
2526,CR24,220,BOWMORE HOLDINGS
2527,CR23,220,BOWMORE HOLDINGS
2528,CR22,47,WEST CRUACH
2529,CR21,47,WEST CRUACH
2530,CR20,47,WEST CRUACH
2531,CR2,205,BOWMORE FIELDS
2532,CR19,217,CRUACH
2533,CR18,217,CRUACH
2534,CR17,217,CRUACH
2535,CR16,217,CRUACH
2536,CR15,220,BOWMORE HOLDINGS
2537,CR14,220,BOWMORE HOLDINGS
2538,CR13,220,BOWMORE HOLDINGS
2539,CR12,220,BOWMORE HOLDINGS
2540,CR11,226,SUPERHOLDING
2541,CR10,220,BOWMORE HOLDINGS
2542,CR1,205,BOWMORE FIELDS
2543,CP9,183,CRAIGENS & CORSAPOL
2544,CP8,183,CRAIGENS & CORSAPOL
2545,CP7,183,CRAIGENS & CORSAPOL
2546,CP60,183,CRAIGENS & CORSAPOL
2547,CP6,183,CRAIGENS & CORSAPOL
2548,CP59,183,CRAIGENS & CORSAPOL
2549,CP58,183,CRAIGENS & CORSAPOL
2550,CP57,183,CRAIGENS & CORSAPOL
2551,CP56,183,CRAIGENS & CORSAPOL
2552,CP55,183,CRAIGENS & CORSAPOL
2553,CP52,183,CRAIGENS & CORSAPOL
2554,CP51,183,CRAIGENS & CORSAPOL
2555,CP50,183,CRAIGENS & CORSAPOL
2556,CP5,183,CRAIGENS & CORSAPOL
2557,CP49,196,UISKENTUIE
2558,CP48,196,UISKENTUIE
2559,CP47,196,UISKENTUIE
2560,CP46,196,UISKENTUIE
2561,CP45,196,UISKENTUIE
2562,CP44,196,UISKENTUIE
2563,CP43,183,CRAIGENS & CORSAPOL
2564,CP42,183,CRAIGENS & CORSAPOL
2565,CP41,193,KNOCKDON
2566,CP40,193,KNOCKDON
2567,CP4,183,CRAIGENS & CORSAPOL
2568,CP37,193,KNOCKDON
2569,CP36,196,UISKENTUIE
2570,CP35,196,UISKENTUIE
2571,CP34,183,CRAIGENS & CORSAPOL
2572,CP33,183,CRAIGENS & CORSAPOL
2573,CP32,183,CRAIGENS & CORSAPOL
2574,CP31,183,CRAIGENS & CORSAPOL
2575,CP30,183,CRAIGENS & CORSAPOL
2576,CP3,183,CRAIGENS & CORSAPOL
2577,CP29,196,UISKENTUIE
2578,CP28,196,UISKENTUIE
2579,CP27,196,UISKENTUIE
2580,CP26,183,CRAIGENS & CORSAPOL
2581,CP25,196,UISKENTUIE
2582,CP24,196,UISKENTUIE
2583,CP23,196,UISKENTUIE
2584,CP22,196,UISKENTUIE
2585,CP21,196,UISKENTUIE
2586,CP20,196,UISKENTUIE
2587,CP2,183,CRAIGENS & CORSAPOL
2588,CP19,183,CRAIGENS & CORSAPOL
2589,CP18,183,CRAIGENS & CORSAPOL
2590,CP17,183,CRAIGENS & CORSAPOL
2591,CP16,183,CRAIGENS & CORSAPOL
2592,CP15,183,CRAIGENS & CORSAPOL
2593,CP14,183,CRAIGENS & CORSAPOL
2594,CP13,183,CRAIGENS & CORSAPOL
2595,CP12,183,CRAIGENS & CORSAPOL
2596,CP11,183,CRAIGENS & CORSAPOL
2597,CP10,183,CRAIGENS & CORSAPOL
2598,CP1,183,CRAIGENS & CORSAPOL
2599,CO9,200,COULL1
2600,CO7,200,COULL1
2601,CO60,136,GRULINMORE
2602,CO6,200,COULL1
2603,CO58,69,MACHRIE CROFT
2604,co57,229,SUPERHOLDING
2605,CO55,200,COULL1
2606,CO54,70,COULERACH
2607,CO53,70,COULERACH
2608,CO52,200,COULL1
2609,CO51,200,COULL1
2610,CO50,200,COULL1
2611,CO5,200,COULL1
2612,CO49,200,COULL1
2613,CO48,200,COULL1
2614,CO47,200,COULL1
2615,CO46,69,MACHRIE CROFT
2616,CO45,200,COULL1
2617,CO44,200,COULL1
2618,CO43,200,COULL1
2619,CO41,200,COULL1
2620,CO40,70,COULERACH
2621,CO4,200,COULL1
2622,CO39,70,COULERACH
2623,CO38,70,COULERACH
2624,CO37,200,COULL1
2625,CO36,200,COULL1
2626,CO34,69,MACHRIE CROFT
2627,CO33,70,COULERACH
2628,CO32,70,COULERACH
2629,CO31,200,COULL1
2630,CO30,200,COULL1
2631,CO3,200,COULL1
2632,CO29,200,COULL1
2633,CO28,200,COULL1
2634,CO27,200,COULL1
2635,CO26,200,COULL1
2636,CO25,200,COULL1
2637,CO24,200,COULL1
2638,CO23,200,COULL1
2639,CO22,200,COULL1
2640,CO21,200,COULL1
2641,CO20,200,COULL1
2642,CO2,200,COULL1
2643,CO19,200,COULL1
2644,CO18,200,COULL1
2645,CO17,200,COULL1
2646,CO16,200,COULL1
2647,CO15,200,COULL1
2648,CO14,200,COULL1
2649,CO13,200,COULL1
2650,CO12,200,COULL1
2651,CO11,200,COULL1
2652,CO10,200,COULL1
2653,CO1,200,COULL1
2654,CN9,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2655,CN8,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2656,CN7,115,BARR FARM
2657,CN6,115,BARR FARM
2658,CN5,115,BARR FARM
2659,CN4,115,BARR FARM
2660,CN36,223,DAILL
2661,CN35,223,DAILL
2662,CN34,223,DAILL
2663,CN33,12,NERIBY FARM
2664,CN32,12,NERIBY FARM
2665,CN31,12,NERIBY FARM
2666,CN30,12,NERIBY FARM
2667,CN3,115,BARR FARM
2668,CN29,12,NERIBY FARM
2669,CN27,12,NERIBY FARM
2670,CN26,12,NERIBY FARM
2671,CN25,12,NERIBY FARM
2672,CN24,12,NERIBY FARM
2673,CN23,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2674,CN22,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2675,CN21,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2676,CN20,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2677,CN2,115,BARR FARM
2678,CN19,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2679,CN18,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2680,CN17,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2681,CN16,12,NERIBY FARM
2682,CN15,12,NERIBY FARM
2683,CN14,12,NERIBY FARM
2684,CN13,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2685,CN12,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2686,CN11,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2687,CN10,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2688,CN1,115,BARR FARM
2689,CL9,230,SUPERHOLDING
2690,CL8,230,SUPERHOLDING
2691,CL7,230,SUPERHOLDING
2692,CL60,230,SUPERHOLDING
2693,CL6,230,SUPERHOLDING
2694,CL56,132,BOLSAY
2695,CL54,132,BOLSAY
2696,CL53,132,BOLSAY
2697,CL52,132,BOLSAY
2698,CL51,132,BOLSAY
2699,CL50,257,CLADDACH 7
2700,CL5,230,SUPERHOLDING
2701,CL48,257,CLADDACH 7
2702,CL47,257,CLADDACH 7
2703,CL46,257,CLADDACH 7
2704,CL45,257,CLADDACH 7
2705,CL44,242,WINDY EDGE
2706,CL43,242,WINDY EDGE
2707,CL42,242,WINDY EDGE
2708,CL41,242,WINDY EDGE
2709,CL4,230,SUPERHOLDING
2710,CL30,242,WINDY EDGE
2711,CL3,230,SUPERHOLDING
2712,CL29,242,WINDY EDGE
2713,CL28,242,WINDY EDGE
2714,CL27,242,WINDY EDGE
2715,CL26,230,SUPERHOLDING
2716,CL25,242,WINDY EDGE
2717,CL24,242,WINDY EDGE
2718,CL23,52,PORT A REIDHLEINN
2719,CL22,52,PORT A REIDHLEINN
2720,CL21,52,PORT A REIDHLEINN
2721,CL2,230,SUPERHOLDING
2722,CL18,230,SUPERHOLDING
2723,CL17,230,SUPERHOLDING
2724,CL16,230,SUPERHOLDING
2725,CL15,230,SUPERHOLDING
2726,CL14,230,SUPERHOLDING
2727,CL13,230,SUPERHOLDING
2728,CL12,230,SUPERHOLDING
2729,CL11,230,SUPERHOLDING
2730,CL10,230,SUPERHOLDING
2731,CL1,230,SUPERHOLDING
2732,CG9,55,CLAGGAN FARM
2733,CG8,55,CLAGGAN FARM
2734,CG7,55,CLAGGAN FARM
2735,CG6,55,CLAGGAN FARM
2736,CG5,55,CLAGGAN FARM
2737,CG4,55,CLAGGAN FARM
2738,CG36,55,CLAGGAN FARM
2739,CG35,55,CLAGGAN FARM
2740,CG33,125,BALLYTARSIN
2741,CG32,125,BALLYTARSIN
2742,CG31,13,DAILL
2743,CG30,13,DAILL
2744,CG3,55,CLAGGAN FARM
2745,CG29,223,DAILL
2746,CG28,55,CLAGGAN FARM
2747,CG27,55,CLAGGAN FARM
2748,CG26,55,CLAGGAN FARM
2749,CG25,55,CLAGGAN FARM
2750,CG24,125,BALLYTARSIN
2751,CG23,125,BALLYTARSIN
2752,CG22,125,BALLYTARSIN
2753,CG21,125,BALLYTARSIN
2754,CG20,125,BALLYTARSIN
2755,CG2,55,CLAGGAN FARM
2756,CG19,125,BALLYTARSIN
2757,CG18,55,CLAGGAN FARM
2758,CG17,55,CLAGGAN FARM
2759,CG16,55,CLAGGAN FARM
2760,CG15,125,BALLYTARSIN
2761,CG14,55,CLAGGAN FARM
2762,CG13,55,CLAGGAN FARM
2763,CG12,55,CLAGGAN FARM
2764,CG11,55,CLAGGAN FARM
2765,CG10,55,CLAGGAN FARM
2766,CG1,84,STARCHMILL
2767,CF8,132,BOLSAY
2768,CF7,132,BOLSAY
2769,CF6,132,BOLSAY
2770,CF5,132,BOLSAY
2771,CF4,132,BOLSAY
2772,CF31,132,BOLSAY
2773,CF30,132,BOLSAY
2774,CF3,132,BOLSAY
2775,CF28,230,SUPERHOLDING
2776,CF27,230,SUPERHOLDING
2777,CF26,230,SUPERHOLDING
2778,CF25,230,SUPERHOLDING
2779,CF24,132,BOLSAY
2780,CF22,230,SUPERHOLDING
2781,CF21,132,BOLSAY
2782,CF20,132,BOLSAY
2783,CF2,132,BOLSAY
2784,CF19,230,SUPERHOLDING
2785,CF18,132,BOLSAY
2786,CF17,132,BOLSAY
2787,CF16,132,BOLSAY
2788,CF15,132,BOLSAY
2789,CF14,132,BOLSAY
2790,CF13,132,BOLSAY
2791,CF12,132,BOLSAY
2792,CF11,132,BOLSAY
2793,CF10,132,BOLSAY
2794,CF1,132,BOLSAY
2795,CC9,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2796,CC8,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2797,CC7,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2798,CC6,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2799,CC5,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2800,CC4,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2801,CC37,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2802,CC36,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2803,CC35,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2804,CC34,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2805,CC33,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2806,CC32,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2807,CC31,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2808,CC30,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2809,CC3,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2810,CC29,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2811,CC28,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2812,CC27,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2813,CC26,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2814,CC25,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2815,CC24,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2816,CC23,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2817,CC22,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2818,CC21,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2819,CC20,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2820,CC2,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2821,CC19,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2822,CC18,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2823,CC17,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2824,CC16,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2825,CC15,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2826,CC14,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2827,CC13,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2828,CC12,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2829,CC11,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2830,CC10,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2831,CC1,59,"AVONVOGIE, CEANNACROIC & KYNGARRY"
2832,CB9,259,LOWER/MID CRAGABUS
2833,CB8,71,UPPER CRAGABUS
2834,CB7,259,LOWER/MID CRAGABUS
2835,CB6,259,LOWER/MID CRAGABUS
2836,CB5,259,LOWER/MID CRAGABUS
2837,CB4,259,LOWER/MID CRAGABUS
2838,CB33,117,LOWER CRAGABUS
2839,CB32,117,LOWER CRAGABUS
2840,CB31,71,UPPER CRAGABUS
2841,CB30,259,LOWER/MID CRAGABUS
2842,CB3,71,UPPER CRAGABUS
2843,CB29,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2844,CB28,259,LOWER/MID CRAGABUS
2845,CB27,259,LOWER/MID CRAGABUS
2846,CB26,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2847,CB25,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2848,CB24,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2849,CB23,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2850,CB22,259,LOWER/MID CRAGABUS
2851,CB21,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2852,CB20,117,LOWER CRAGABUS
2853,CB2,71,UPPER CRAGABUS
2854,CB19,259,LOWER/MID CRAGABUS
2855,CB18,172,SUPERHOLDING
2856,CB17,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2857,CB16,117,LOWER CRAGABUS
2858,CB15,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
2859,CB14,117,LOWER CRAGABUS
2860,CB13,259,LOWER/MID CRAGABUS
2861,CB12,71,UPPER CRAGABUS
2862,CB11,259,LOWER/MID CRAGABUS
2863,CB10,259,LOWER/MID CRAGABUS
2864,CB1,71,UPPER CRAGABUS
2865,BY9,53,KILBRIDE
2866,BY8,53,KILBRIDE
2867,BY7,53,KILBRIDE
2868,BY6,53,KILBRIDE
2869,BY5,53,KILBRIDE
2870,BY4,53,KILBRIDE
2871,BY37,172,SUPERHOLDING
2872,BY35,172,SUPERHOLDING
2873,BY34,172,SUPERHOLDING
2874,BY33,17,PORTANTRUAN FARM
2875,BY32,17,PORTANTRUAN FARM
2876,BY31,53,KILBRIDE
2877,BY30,53,KILBRIDE
2878,BY3,53,KILBRIDE
2879,BY29,53,KILBRIDE
2880,BY28,53,KILBRIDE
2881,BY27,53,KILBRIDE
2882,BY26,53,KILBRIDE
2883,BY25,53,KILBRIDE
2884,BY24,172,SUPERHOLDING
2885,BY23,17,PORTANTRUAN FARM
2886,BY22,17,PORTANTRUAN FARM
2887,BY21,17,PORTANTRUAN FARM
2888,BY20,17,PORTANTRUAN FARM
2889,BY2,53,KILBRIDE
2890,BY19,172,SUPERHOLDING
2891,BY18,118,CAIRNMOR 8;9+11
2892,BY17,172,SUPERHOLDING
2893,BY16,17,PORTANTRUAN FARM
